id,budget_cheap,budget_reasonable,budget_expensive,priority_food,priority_drink,priority_atmosphere,priority_speed,can_alone,cannot_alone,shop_name,genre,reservation,reservation_availability,address,transportation,bussiness_hours,regular_holiday,budget_from_user,budget_from_user_night_min,budget_from_user_night_max,budget_from_user_lunch_min,budget_from_user_lunch_max,budget_from_shop,budget_from_shop_night_min,budget_from_shop_night_max,budget_from_shop_lunch_min,budget_from_shop_lunch_max,card,capacity,capacity_number,private_room,parking,facility,mobile_phone,scene,service,1st_poster,last_poster,reserved,smoking,drinking,cuisine,location,HP,official_account,opening_date,contact,remark,child_accompanied,charge,course,free_drink_course,related_store,link,tel,dress_code,id,latitude,longitude,genre_oaiso,URL,genre_oaiso_s
336,3,0,0,3,0,0,0,3,0,Jaya 大井町本店,インドカレー、居酒屋、カレーライス,no data,予約可,東京都品川区二葉1-7-11リプロン大井町7101,東急大井町線大井町駅徒歩5分JR線大井町駅徒歩5分下神明駅から308m下神明駅から306m,11:00～15:0017:00～23:00(L.O.22:30)ランチ営業、夜10時以降入店可、日曜営業,無休,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,"[夜]￥2,000～￥2,999[昼]～￥999",2000,2999,0,999,不可,24席,24,無,無近隣のコインパーキング有り,ソファー席あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可、テイクアウト,zero.（7）,no data,可（20人以下可）,全面喫煙可11:00～15:00まで完全禁煙,日本酒あり、焼酎あり、ワインあり、カクテルあり,野菜料理にこだわる、健康・美容メニューあり,no data,http://www.curryinfo.com/jaya.html,no data,2015年7月7日,no data,"本場インド人シェフが腕をふるう本格インド料理。王侯貴族だけが口にできる極上メニューを再現。スパイスが奏でるハーモニーを心ゆくまでご堪能下さい。焼きたての香ばしいタンドリーチキンをはじめ、本場ネパール・インド料理の数々味をご堪能ください。本場のカレーをリーズナブルにお召し上がりいただけます。インド料理と共に多数アジアン料理・外国産ビールなどもご用意しております。ご家族、お友達お誘い合わせの上、是非ご賞味ください,みなさまを、一品一品真心をこめた豊富なメニューと最高のおもてなしの心でお迎えいたします.-See",no data,なし,食べ放題、3000円～4000円のコース,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース、3時間以上の飲み放題コース,no data,no data,no data,no data,336,35.6088794,139.7294676,居酒屋,https://tabelog.com/tokyo/A1317/A131712/13184521/,居酒屋
337,3,0,0,3,0,0,0,3,0,とき寿司,寿司、魚介料理・海鮮料理、天ぷら,no data,予約可,東京都品川区大井4-7-10,JR大井町駅より徒歩5分大井町駅から544m,11:30～13:3017:30～22:00ランチ営業、日曜営業,月曜日,"[夜]￥2,000～￥2,999[昼]～￥999",2000,2999,0,999,no data,,,,,可（VISA、MASTER、JCB、AMEX）,30席,30,no data,no data,落ち着いた空間、カウンター席あり、バリアフリー,no data,家族・子供と｜一人で入りやすい｜知人・友人と,子供可、テイクアウト,はいのらネコロ（2）,takatorapan（0）...店舗情報（'11/02/1918:29）編集履歴を詳しく見る,可,no data,日本酒あり、焼酎あり、日本酒にこだわる、焼酎にこだわる,魚料理にこだわる,no data,no data,no data,no data,no data,【品川区二葉1-8-17より移転】,no data,no data,3000円～4000円のコース,no data,no data,no data,03-3778-0077,no data,337,35.6029464,139.7325835,高級和食,https://tabelog.com/tokyo/A1315/A131501/13070449/,寿司
341,0,3,0,2,0,0,0,0,2,よろい,焼肉,no data,,東京都品川区大井1-34-7,大井町駅から368m,12:00～売切れ次第18:00～24:00ランチ営業、夜10時以降入店可,月曜日,"[夜]￥3,000～￥3,999[昼]～￥999",3000,3999,0,999,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,はらへり呑んべぇ（387）,no data,no data,no data,no data,no data,no data,no data,no data,このお店はリニューアルしました。※リニューアル前の情報は最新のものとは異なります。リニューアル前の店舗情報を見る,no data,ランチ営業してますが、焼肉メニューではないです。,no data,no data,no data,no data,no data,no data,no data,no data,341,35.6053099,139.7315612,焼肉・ホルモン・鍋,https://tabelog.com/tokyo/A1315/A131501/13138041/,焼肉
342,0,0,3,1,2.4,0,0,2,1,土筆,割烹・小料理,no data,,東京都品川区東大井5-1-1,大井町駅から147m,ランチ営業,,"[夜]￥6,000～￥7,999[昼]～￥999",6000,7999,0,999,no data,,,,,no data,no data,,無,無,カウンター席あり,no data,一人で入りやすい｜知人・友人と,no data,酔狂老人卍（1308）,酔狂老人卍（1308）...店舗情報（'09/11/1014:58）編集履歴を詳しく見る,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,342,35.6085735,139.7355636,高級和食,https://tabelog.com/tokyo/A1315/A131501/13082715/,割烹・小料理
347,0,3,0,2.4,1.4,0,0,3,0,お魚sun,魚介料理・海鮮料理、居酒屋、和食（その他）,no data,予約可ご予約、お問い合わせのお電話は15:00以降にお願いします。19時30分以降のご予約は承れません。2号店にて承ります。ご予約の客様はご予約時間の厳守をお願いいたします。ご連絡なしで１５分以上遅れる場合は、ご予約は無効となりますので予めご了承ください。当店は基本2時間を目安にご利用いただいております,東京都品川区東大井5-5-7,JR京浜東北線、東急大井線　大井町駅　東口から徒歩5分。京浜急行青物著効駅から徒歩10分大井町駅から199m,【月～金】15:00～22:30(L.O22:00)【土、祭日】15:00～21:30(L.O21:00)土曜日は不定休,日曜日、ゴールデンウィーク、お盆(8月12日~16日)、年末年始,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,不可,20席（１階　カウンター８席、　２階　座敷１２席）,20,無１１名様以上で２階の座敷を貸し切りにできます。,無,カウンター席あり、座敷あり,docomo、au、SoftBank、Y!mobile,大人数の宴会｜知人・友人と,2時間半以上の宴会可、テイクアウト,フランキー（138）,no data,可（20人以下可）,分煙１階カウンター:禁煙　２階座敷:喫煙可能,日本酒あり、焼酎あり、日本酒にこだわる,魚料理にこだわる,no data,http://osakanasun.blog101.fc2.com/,no data,2010年4月12日,no data,19時30分以降のご予約は受け付けておりません。19時30分以降のご予約は2号店にて承ります。TEL:03-3450-80015名様以上で、席のみのご予約はネットでは受け付けておりません。お電話にてご連絡頂けますようお願いいたします。,週末(土、祭日)は可,チャージ料なし,3000円以下のコース、3000円～4000円のコース、4000円～5000円のコース,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース、3時間以上の飲み放題コース,no data,no data,03-6320-9338,no data,347,35.6073571,139.7367997,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13109164/,居酒屋
356,3,0,0,3,0.4,0,0,2,1,サバイサバイタイ,タイ料理、タイカレー,no data,予約可,東京都品川区大井1-43-7202,JR大井町駅から徒歩5分大井町駅から468m,[月・火]お休み[水]ディナー[木・金・土・日]ランチ＆ディナーランチ　　11:30～15:00(L.O.14:00)ディナー　18:00～22:30(L.O.21:00)土日はホリデーランチ（セットメニュー）となりサービスランチは木金のみの提供になりますランチ営業、日曜営業,月曜日、火曜日,"[夜]￥2,000～￥2,999[昼]～￥999",2000,2999,0,999,no data,,,,,no data,29席（カウンター7席、テーブル22席）,29,無,無,オシャレな空間、落ち着いた空間、席が広い、カウンター席あり、ソファー席あり,SoftBank、docomo,家族・子供と｜女子会｜知人・友人と,子供可,クン・プー（673）,sukachan（56）...店舗情報（'17/06/1507:27）クージー（0）...店舗情報（'16/07/1800:54）編集履歴を詳しく見る,no data,完全禁煙,ワインあり,no data,no data,no data,no data,2011年11月,no data,no data,no data,なし,no data,no data,no data,no data,no data,なし,356,35.6037629,139.7324112,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13135445/,タイ料理
358,3,0,0,2,1,0.4,0,3,0,つ串,焼鳥、おでん、居酒屋,no data,予約可,東京都品川区大井1-52-2,ＪＲ京浜東北線「大井町」駅から徒歩約３分大井町駅から292m,[月～金]11:30～13:00(ご飯が無くなるまで)18:00～23:00(焼き鳥L.O.22:00)[土]18:00～23:00(焼き鳥L.O.22:00)ランチ営業、夜10時以降入店可,日曜日,"[夜]￥2,000～￥2,999[昼]～￥999",2000,2999,0,999,no data,,,,,不可,18席（カウンター席６席、テーブル席４～６人用×２卓）,18,無,無,カウンター席あり,Y!mobile、docomo,一人で入りやすい｜知人・友人と,2時間半以上の宴会可,大井町万歳（0）,ツイストマン（1836）...店舗情報（'15/03/2613:54）龍馬の子孫？（419）...店舗情報（'13/04/1623:20）編集履歴を詳しく見る,可（20人以下可）,全面喫煙可,日本酒あり、焼酎あり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,358,35.6050239,139.7337028,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13031310/,居酒屋
364,3,0,0,0,1.8,0,2,3,0,鳥たか,焼鳥、焼きとん、和食（その他）,no data,予約不可,東京都品川区東大井5-3-13,大井町駅から89m,16:30〜24:00頃夜10時以降入店可、日曜営業,不定休,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,不可,13席（立ち飲み13席）,13,無,無,カウンター席あり,docomo、au,一人で入りやすい,テイクアウト,イノガシラゴロ～（700）,hoshi10（158）...店舗情報（'17/08/2016:52）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり、焼酎あり,no data,no data,no data,no data,2016年7月15日,no data,no data,no data,サービス料なし,no data,no data,no data,no data,no data,no data,364,35.6075514,139.7355109,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13199443/,焼鳥
369,3,0,0,0,0,0,3,3,0,BEE,立ち飲み居酒屋・バー,no data,,東京都品川区大井1-1-8,りんかい線、東急大井町線大井町駅より徒歩3分大井町駅から91m,17:00～5:00[第2.4日曜]17:00～24:00夜10時以降入店可、夜12時以降入店可,第1、3日曜日,[夜]～￥999,0,999,,,no data,,,,,不可,no data,,無,無,no data,no data,知人・友人と,no data,まっぱぁ（959）,△TA-（36）...店舗情報（'10/04/1117:39）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,369,35.606424,139.7436021,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13109115/,立ち飲み居酒屋・バー
370,0,3,0,0,3,1.2,0,3,0,Cocktail&Wine KIYOMI,バー,no data,予約可,東京都品川区大井1-10-1梅原ビル2階,大井町駅から163m,[月～土]18:00～翌3:00[祝]18:00～24:00,日曜日,"[夜]￥3,000～￥3,999",3000,3999,,,no data,,,,,可（VISA、MASTER、JCB、AMEX、Diners）,38席,38,無,無,no data,no data,知人・友人と,no data,葉巻愛好委員会（1）,fromV（4）...店舗情報（'11/02/1720:51）編集履歴を詳しく見る,可,全面喫煙可,no data,no data,no data,http://cw-kiyomi.art.coocan.jp,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,370,35.60751,139.7327309,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13044259/,バー
376,0,3,0,2,1,0,0,0,3,しゃぶしゃぶ 温野菜 大井町店,しゃぶしゃぶ、バイキング、居酒屋,no data,予約可,東京都品川区大井1-11-3大井ビル　３Ｆ,JR京浜東北線大井町駅徒歩3分大井町駅から186m,17時～24時夜10時以降入店可、日曜営業,年中無休,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可,96席,96,有（2人可、4人可、6人可、8人可）,無,オシャレな空間、落ち着いた空間、席が広い、座敷あり、掘りごたつあり,no data,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,ぢゅんりん（9）,no data,不可,分煙一部禁煙,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,no data,no data,no data,no data,no data,no data,no data,可,no data,食べ放題、3000円以下のコース、3000円～4000円のコース,飲み放題、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース,しゃぶしゃぶ温野菜の店舗一覧を見る,no data,03-5746-1629,no data,376,35.6075337,139.7326111,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13026873/,居酒屋
377,3,0,0,0,2,1.8,0,3,0,ロマン,バー,no data,,東京都品川区東大井5-4-14前川ソシアルビル　４Ｆ,大井町大井町駅から155m,18:00～2:00夜10時以降入店可,土曜・日曜・祭日,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,可（JCB、AMEX、Diners）,no data,,no data,no data,no data,no data,,no data,ぷりさん（2）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,377,35.6075533,139.7362952,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13060291/,バー
380,3,0,0,0,1.8,0,2.4,3,0,立呑み処 豊後屋,立ち飲み居酒屋・バー,no data,,東京都品川区東大井5-4-18ＭＴ５．ビル２Ｆ,ＪＲ京浜東北線大井町駅徒歩３分東急大井町線大井町駅徒歩３分大井町駅から197m,[月～金]17:00～23:30(L.O.23:45)[土]17:00〜22:30（L.O.21:45)[日]15:00〜20:00頃(L.O.19:30)日曜営業,祝祭日時々日曜日,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,不可,（土曜、日曜日は椅子有り）,,無,無,スポーツ観戦可,au、docomo、SoftBank,知人・友人と,no data,まっぱぁ（959）,イノガシラゴロ～（700）...店舗情報（'17/08/0623:22）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり、焼酎あり、日本酒にこだわる,no data,no data,no data,no data,2005年,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,380,35.607476,139.736419,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13109318/,立ち飲み居酒屋・バー
391,0,3,0,3,0.4,0,0,0,3,大井町 よし臓2号館 焼肉居酒屋,居酒屋、ホルモン、焼肉,no data,予約可“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区東大井5-14-19高田ビル　3F,大井町駅から199m,17:30～24:00(L.O.23:00)　夜10時以降入店可、日曜営業,2015年12月31日(木)～2016年1月1日(金)を定休日とさせていただきます。,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可（VISA、MASTER、JCB、AMEX、Diners）,52席,52,無,無,掘りごたつあり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,お祝い・サプライズ可、子供可,VAAM（16）,no data,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、焼酎にこだわる、ワインにこだわる,no data,隠れ家レストラン,http://www.zeniba.com/yoshizo/,no data,2007年12月19日,no data,★食べ放題　飲み放題を土曜日曜祝日に開催しています★食べ放題　　　　１２０分　大人　２９８０円　子供　１４９０円飲み放題付き　１２０分　大人　４１８０円　　子供　２０９０円毎月２９日は肉の日　　大赤字２９０円カルビなどお得な日！　ご予約必須です（１２月は除く）,no data,no data,食べ放題、3000円～4000円のコース、4000円～5000円のコース,飲み放題、4000円～5000円の飲み放題コース,no data,no data,03-5781-0129,no data,391,35.6079607,139.7360877,居酒屋,,居酒屋
398,3,0,0,3,0.4,0,0,3,0,CHAP,串揚げ・串かつ、居酒屋、バー,no data,予約可キャンセルは前日までにご連絡下さい。,東京都品川区東大井5-4-9,ＪＲ京浜東北本線大井町駅、東急大井町線大井町駅、りんかい線大井町駅、それぞれ徒歩2~3分！大井町駅から175m,18:00～翌3:00夜10時以降入店可、夜12時以降入店可,日曜日,"[夜]￥1,000～￥1,999",1000,1999,,,"[夜]￥2,000～￥2,999",2000,2999,,,不可,10席（カウンター10席）,10,無,無,オシャレな空間、落ち着いた空間、カウンター席あり,docomo、au、SoftBank、Y!mobile,一人で入りやすい｜知人・友人と,2時間半以上の宴会可、テイクアウト,tomomo85（10）,no data,可（20人以下可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、日本酒にこだわる、ワインにこだわる,野菜料理にこだわる、魚料理にこだわる,隠れ家レストラン,https://m.facebook.com/%E5%92%8C%E9%A3%9F%E5%87%A6-%E6%96%B0%E9%AE%AE%E9%AD%9A%E4%BB%8B%E3%81%A8%E4%B8%B2%E6%8F%9A%E3%81%92CHAP-1220677254626578/,no data,2012年3月8日,no data,no data,no data,チャージ料なし,no data,飲み放題、4000円～5000円の飲み放題コース、3時間以上の飲み放題コース,no data,no data,no data,no data,398,35.6073515,139.7364469,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13165247/,居酒屋
402,3,0,0,2.4,0,0,2.4,3,0,丸吉飯店,ラーメン、中華料理,no data,予約不可,東京都品川区大井1-50-14,ＪＲ京浜東北線「大井町」駅から徒歩約２分東急大井町線「大井町」駅から徒歩約４分大井町駅から293m,11:00～翌1:30但し12月は日曜日も営業しています(休みの場合もあり）ランチ営業、夜10時以降入店可、夜12時以降入店可,日曜日、年末・年始,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,no data,,,,,不可,23席（１階はカウンター席１０席、２階はテーブル席１３席）,23,無,無,カウンター席あり,docomo、au、SoftBank、Y!mobile,一人で入りやすい｜知人・友人と,テイクアウト,ちゅうーしゃ券（駐車券）（7）,龍馬の子孫？（419）...店舗情報（'16/12/1809:34）yuri0213（0）...店舗情報（'16/07/1523:55）編集履歴を詳しく見る,不可,全面喫煙可,日本酒あり,no data,no data,no data,no data,no data,no data,テイクアウト可能。テレビは１階のみ、２階はテレビは無し。,no data,no data,no data,no data,no data,no data,no data,カジュアル,402,35.6049462,139.7343972,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13044094/,中華料理
411,3,0,0,2,0,0,1.8,3,0,ブルドック,洋食、オムライス、コロッケ・フライ,no data,予約可,東京都品川区東大井5-4-13,東急大井町駅徒歩１分ＪＲ大井町駅西口徒歩1分りんかい線大井町駅徒歩1分大井町駅から156m,11:40～21:00ランチ営業、日曜営業,水曜・第３木曜,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,不可,34席（１Ｆ(カウンター８席､テーブル４名掛２卓､６名掛１卓)２Ｆ(座敷４名掛３卓)）,34,無,無,落ち着いた空間、カウンター席あり、座敷あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜一人で入りやすい｜知人・友人と,子供可、テイクアウト,ちゃぴおー（1）,TINTIN@呑んだ暮れ（1117）...店舗情報（'17/06/2610:43）wahah554（0）...店舗情報（'17/05/1219:55）編集履歴を詳しく見る,可,完全禁煙,日本酒あり、焼酎あり、ワインあり,魚料理にこだわる,隠れ家レストラン、一軒家レストラン,http://osietesite.com/gourmet/tokyo/wasyoku/tesyoku/bulldog,https://www.facebook.com/pages/ブルドック/117517828304222,1949年,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,411,35.6074626,139.7362414,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13001867/,洋食
413,0,3,0,2.4,0,1.8,0,2,1,B＆M 151A,豚しゃぶ、しゃぶしゃぶ、ステーキ,no data,予約可,東京都品川区東大井6-2-24ドラゴンハイツ　１Ｆ,・ＪＲ京浜東北線、りんかい線、東急大井町線大井町駅下車徒歩約7分・東急大井町線下神明駅下車徒歩約3分大井町駅から322m,■ランチ　11：30～15：00（14：30　ラストオーダー）■ディナー　17：00～23：00（22：00　ラストオーダー）ランチ営業、日曜営業,1月1日,"[夜]￥3,000～￥3,999[昼]￥1,000～￥1,999",3000,3999,1000,1999,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,可（VISA、MASTER）,44席,44,無,有台数が限られているため、満車により駐車できない場合あり,オシャレな空間、席が広い,docomo、au、SoftBank,家族・子供と｜知人・友人と,子供可,aotomo（0）,DavieSt.（270）...店舗情報（'10/01/2416:17）youringo（127）...店舗情報（'09/08/0901:25）編集履歴を詳しく見る,可（20人以下可）,分煙,日本酒あり、ワインあり、カクテルあり,野菜料理にこだわる,一軒家レストラン,http://www.steakbm.com/,no data,2004年12月,no data,お支払いではジェフグルメカードをご利用いただけます。,no data,22：00以降ご注文のお食事には、その代金の10％を深夜料金として加算させていただきます。,no data,no data,no data,no data,no data,no data,413,35.6047489,139.7351705,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13014235/,ステーキ
417,0,3,0,3,0.4,0,0,2,1,中国酒家　多聞天,中華料理,no data,予約可,東京都品川区大井1-55-3,各線大井町駅より徒歩4～5分大井町駅から374m,11：30～14：00（L.O.13：30）17：00～23：00（L.O.22：00）ランチ営業、日曜営業,月曜日,"[夜]￥4,000～￥4,999[昼]～￥999",4000,4999,0,999,no data,,,,,可（JCB、AMEX、Diners）,25席,25,無,無,落ち着いた空間,docomo,知人・友人と,no data,ryu.a（25）,ツイストマン（1836）...店舗情報（'14/09/1800:58）ゆりはは（0）...店舗情報（'10/06/2922:07）編集履歴を詳しく見る,可,no data,日本酒あり、焼酎あり、ワインあり,no data,no data,http://www.ohimachi.com/tamonten/,no data,no data,no data,no data,no data,no data,3000円～4000円のコース、5000円～8000円のコース,飲み放題,no data,no data,no data,no data,417,35.6043018,139.7333584,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13111326/,中華料理
424,3,0,0,0,1.8,0,2.4,3,0,晩杯屋 ゼームス坂上店,立ち飲み居酒屋・バー、居酒屋,no data,予約不可,東京都品川区東大井5-5-8フクヤビル1F・2F・3F,各線「大井町」駅から徒歩４分大井町駅から196m,[月～金]15:00～23:30(L.O.23:00)[土・日・祝]13:00～23:30(L.O.23:00)夜10時以降入店可、日曜営業,無休,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,不可,（1階立ち飲み30席　2階座席　３階会員制ＶＩＰルーム）,,無,無,no data,SoftBank、docomo、Y!mobile、au,知人・友人と,no data,soramamesan（425）,(￣￢￣*)じゅるぅ～（342）...店舗情報（'16/06/2606:10）ドクターしん（37）...店舗情報（'16/05/0707:26）編集履歴を詳しく見る,不可,全面喫煙可,日本酒あり、焼酎あり,魚料理にこだわる,no data,http://active-source.co.jp/tenpo/#t04,no data,2014年4月4日,no data,店内に入って人数を告げると，店員さんが立ち位置を指定します,no data,no data,no data,no data,no data,no data,no data,no data,424,35.6075153,139.7358553,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13166932/,立ち飲み居酒屋・バー
425,0,3,0,1.4,1.4,1.4,0,1,2,創作イタリアンちゃぶっとりあ,イタリアン、パスタ、ダイニングバー,no data,予約可,東京都品川区東大井5-10-10アーバンステージ大井町Ⅱ1F,JR・東急・りんかい線大井町駅徒歩５分大井町駅から362m,"[火～土」17：00～24：00(LOFOOD23:00,DRINK23:30)[日]ランチ　　11:30~15:00(LO14:30)ディナー　17:00~22:00(LO21:00)1月のランチはお休みを頂きます。2月から再開致します。ランチ営業、夜10時以降入店可、日曜営業",月曜日,"[夜]￥4,000～￥4,999[昼]￥2,000～￥2,999",4000,4999,2000,2999,"[夜]￥4,000～￥4,999[昼]￥1,000～￥1,999",4000,4999,1000,1999,可（JCB、AMEX、VISA、MASTER、Diners）,30席,30,無,無近隣にコインパーキングあり,オシャレな空間、落ち着いた空間、カウンター席あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,豆太郎マン（2）,no data,可（20人～50人可）,完全禁煙店外に喫煙スペースあり,焼酎あり、ワインあり、カクテルあり、ワインにこだわる、カクテルにこだわる,野菜料理にこだわる、魚料理にこだわる,隠れ家レストラン,http://www.chabuttoria.com/index.htm,no data,2009年4月23日,no data,ランチはカードをご利用になれません。,お子様メニューをご用意しております。ベビーカーでのご来店も可能です。,no data,3000円～4000円のコース、4000円～5000円のコース、5000円～8000円のコース,飲み放題、3000円～4000円の飲み放題コース,no data,no data,03-6718-4561,no data,425,35.607079,139.73848,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13096567/,イタリアン
428,3,0,0,0,3,0.4,0,3,0,トラストサルーン,バー、バー・お酒（その他）,no data,予約可,東京都品川区東大井5-6-10,JR、東急、りんかい線大井町駅東口から東へ3分、平和小路中程の2Fです。大井町駅から225m,19:00〜翌2:00夜10時以降入店可、夜12時以降入店可、日曜営業,水曜日,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,no data,,,,,不可,8席,8,無,無,オシャレな空間、落ち着いた空間、カウンター席あり,docomo、au、SoftBank、Y!mobile,一人で入りやすい｜知人・友人と,no data,palog（1171）,no data,可（20人以下可）,全面喫煙可,ワインあり、カクテルあり、カクテルにこだわる,no data,no data,no data,no data,2008年5月10日,no data,"【品川区大井4-10-7より移転】ロックバー、サウンドライブラリー45,000曲オーバー※現在フード類は提供しておりません※",no data,サービス料、チャージ料なし,no data,no data,no data,no data,no data,no data,428,35.607371,139.7369969,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13050650/,バー・お酒（その他）
435,0,0,3,3,0,0.4,0,1,2,ビストロあとりえ,創作料理、フレンチ、ビストロ,no data,予約可初めてな方は基本、HPを見てメールにて事前予約をが必要1名様でも予約が必要ご予約はお任せコース3500円・5000円予約はメール優先（１ヶ月先まで可）　bistroatelier@biglobe.jp電話は18時以降から（２週間先まで可）当日のキャンセルはいかなる理由におかれましてもキャンセル料を請求,東京都品川区東大井5-3-2,JR大井町駅東口（東急大井町線乗換え口）より徒歩３０秒東小路飲食街　路地が２つあるうちの奥のほうの路地を右へ大井町駅から94m,18:00-0:00,不定休,"[夜]￥6,000～￥7,999",6000,7999,,,no data,,,,,不可,6席（カウンター6席）,6,無,無,カウンター席あり,docomo、au、SoftBank、Y!mobile,一人で入りやすい｜知人・友人と,no data,川村レナ（8）,bleus（25）...店舗情報（'14/12/1823:12）恵ena那（123）...店舗情報（'13/05/0400:18）編集履歴を詳しく見る,可（20人以下可）,完全禁煙店外で喫煙,日本酒あり、焼酎あり、ワインあり、カクテルあり,野菜料理にこだわる、魚料理にこだわる,隠れ家レストラン,http://plaza.rakuten.co.jp/bistroatelier/,no data,2007年2月22日,no data,お手洗いは店舗のすぐ近くの公衆トイレのご利用となります,no data,no data,3000円～4000円のコース、5000円～8000円のコース,no data,no data,no data,no data,no data,435,35.6075792,139.7355664,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13060722/,ビストロ
437,3,0,0,2.4,1.4,0,0.4,1,2,割烹 とんかつ ひろせ,割烹・小料理、とんかつ,no data,予約可,東京都品川区大井4-1-2,ＪＲ大井町駅中央口　徒歩5分大井町駅から438m,11:30～14:0017:00～22:00ランチ営業、日曜営業,年末年始,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,no data,,,,,可（VISA、MASTER、JCB、AMEX、Diners）,100席,100,有,no data,座敷あり,docomo,家族・子供と｜知人・友人と,子供可,coowa（0）,放浪記（348）...店舗情報（'10/11/0710:52）編集履歴を詳しく見る,可（50人以上可）,no data,日本酒あり、焼酎あり,no data,no data,no data,no data,no data,no data,no data,no data,サービス料：10％(お座敷のみ),3000円～4000円のコース、4000円～5000円のコース、5000円～8000円のコース、8000円～10000円のコース,飲み放題,no data,no data,no data,no data,437,35.6038074,139.7329806,高級和食,https://tabelog.com/tokyo/A1315/A131501/13028624/,割烹・小料理
